incident_id,visibility,method,root_cause_idx,root_cause_node,rank,PR@1,PR@3,PR@5,Precision@1,Precision@3,Precision@5,Recall@1,Recall@3,Recall@5,AP
14,0.0,TraceRank,12479,MS_57424,2,0,1,1,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5
14,0.0,IRWR,12479,MS_57424,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
14,0.0,eIRWR,12479,MS_57424,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
15,0.0,MicroRCA,13671,MS_62097,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025
15,0.0,CloudRanger,13671,MS_62097,11235,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.900756564307967e-05
15,0.0,In-Degree,13671,MS_62097,2418,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041356492969396195
15,0.0,MicroHECL,13671,MS_62097,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
15,0.0,TraceDiag,13671,MS_62097,13693,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.303001533630322e-05
15,0.0,Neighbor Corr.,13671,MS_62097,249,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004016064257028112
15,0.0,MonitorRank,13671,MS_62097,40,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.025
15,0.0,MicroRank,13671,MS_62097,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
15,0.0,CORAL,13671,MS_62097,41,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025
15,0.0,TraceRank,13671,MS_62097,2,0,1,1,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5
15,0.0,IRWR,13671,MS_62097,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
15,0.0,eIRWR,13671,MS_62097,5,0,0,1,0.0,0.0,0.2,0.0,0.0,1.0,0.2
16,0.0,MicroRCA,8947,MS_44104,108,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259
16,0.0,CloudRanger,8947,MS_44104,13285,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.527286413248025e-05
16,0.0,In-Degree,8947,MS_44104,2696,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.000370919881305638
16,0.0,MicroHECL,8947,MS_44104,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332
16,0.0,TraceDiag,8947,MS_44104,285,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035087719298245615
16,0.0,Neighbor Corr.,8947,MS_44104,322,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.003105590062111801
16,0.0,MonitorRank,8947,MS_44104,144,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006944444444444444
16,0.0,MicroRank,8947,MS_44104,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
16,0.0,CORAL,8947,MS_44104,106,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.009433962264150943
16,0.0,TraceRank,8947,MS_44104,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
16,0.0,IRWR,8947,MS_44104,65,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385
16,0.0,eIRWR,8947,MS_44104,2,0,1,1,0.0,0.3333333333333333,0.2,0.0,1.0,1.0,0.5
17,0.0,MicroRCA,2249,MS_18589,17309,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.7773412675486743e-05
17,0.0,CloudRanger,2249,MS_18589,14680,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.811989100817439e-05
17,0.0,In-Degree,2249,MS_18589,13652,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.32493407559332e-05
17,0.0,MicroHECL,2249,MS_18589,15882,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.29643621710112e-05
17,0.0,TraceDiag,2249,MS_18589,15088,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.62778366914104e-05
17,0.0,Neighbor Corr.,2249,MS_18589,17359,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.7607005011809435e-05
17,0.0,MonitorRank,2249,MS_18589,17309,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.7773412675486743e-05
17,0.0,MicroRank,2249,MS_18589,1,1,1,1,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,1.0
